text,tag,split
"Beträffande vidare själva saken, är det givet, att det för de olika vägdistrikten skulle åtminstone för tillfället vara bättre att få tre fjärdedelar än att få två tredjedelar av kostnaden, men ser man saken ur statsfinansiell synpunkt, är det alldeles uppenbart, att därest bidraget ökas till tre fjärdedelar, kommer detta att medföra en mängd nya framställningar angående vägbidrag, som för visso i framtiden komma att resultera i ökade anslag på detta område. För övrigt får man heller inte förbise, att våra väghållningsskyldiga äro mycket hårt betungade. Om nu bidrag lämnas med tre fjärdedelar, bli dessa väghållningsskyldiga i många fall frestade att begära anslag till väganläggningar, vilka sedermera komma att, även om en fjärdedel är mindre än en tredjedel, gå ganska hårt över dem.",seg,test
"Jag får sålunda, herr talman, yrka bifall till herr TLindblads reservation, d. v. s. till den kungl. propositionen.",seg,train
Herr Sederholm:,intro,train
"Beträffande vägfonden och fördelningen av dess medel, som det här är fråga om, har det föreslagits av statsutskottet, att dessa medel",seg,train
Nr 157,note,test
Torsdagen den,note,test
13 december 1973,note,train
Vissa organisationsfrågor rörande armén,note,train
188,note,test
"Det har varit vissa svårigheter med det förut, och jag antar att det kommer att bli bestående.",seg,train
"När det gäller det här förbandet är det självklart att det i vissa avseenden kan finnas nackdelar med att förlägga det till Norrland. Men om det är fråga om en jägareutbildning, herr Virgin, så kan vi inte tänka oss att den förläggs i närheten av Stockholm. Det krävs tillgång till övningsterräng för att utbildningen skall bli meningsfull. Jag vill för min del inte utesluta att just den utbildning som förläggs till Norrland, i den terrängen, kan vara av långt större betydelse med tanke på krigsorganisationens intressen än om den var förlagd på annat håll.",seg,val
Det finns mycket positivt i det här förslaget som gör att jag inte utan vidare kan acceptera detta som en eftergift även från strängt militär synpunkt.,seg,train
Herr JANSSON (s):,intro,val
Herr talman! Jag är medveten om att en motionär som fått sin motion tillstyrkt av ett utskott helst bör sitta nöjd och tyst. När jag dristar mig att bryta mot denna goda sedvänja gör jag det av två skäl: för det första skall mitt anförande bli mycket kort och för det andra är vi skaraborgare inte bortskämda med att få statliga aktiviteter lokaliserade till länet. Vi bör med tacksamhet notera det som kommer att hända nu i kammaren.,seg,test
"I propositionen 135 föreslås att arméns kompaniofficersskola, AKS, lokaliseras till Skövde. Detta är ett fullföljande av det besked som dåvarande försvarsministern Sven Andersson gav mig på en direkt fråga under vårriksdagen i samband med en interpellationsdebatt.",seg,test
"Det förhållandet att ytterligare en skolenhet, nämligen pansartruppernas kadettoch aspirantskola, PKAS, enligt förslaget i vår motion nr 2075, som tillstyrkts av försvarsutskottet, kommer att lokaliseras till Skövde innebär att vårt primära centrum i länet ytterligare kommer att stärka sin ställning som militär skolstad, och det har vi anledning att hälsa med stor tillfredsställelse.",seg,train
"Skövde utgör för närvarande ett centrum för pansartrupperna med avseende på såväl grundoch repetitionsutbildning av värnpliktiga som utbildning av befäl. Där pågår även en omfattande försöksverksamhet på central och lokal nivå. Redan nu finns pansartruppskolan, PS, knuten till Skaraborgs regemente P4 i Skövde. Där sker en vidareutbildning av de fast anställda befälen vid pansartrupperna. Vidare kan noteras att den nuvarande Miloverkstaden i Skövde, som sysselsätter närmare 200 personer, är den största inom pansartrupperna, vilket bl. a. motiverar den försöksverksamhet som jag tidigare omnämnde.",seg,train
"Som framhålls i motionen innebär ett beslut om att förlägga PKAS till Skövde inte i sig självt något större tillskott av arbetstillfällen till orten. Skolan är ju en liten enhet. Men det viktiga i sammanhanget är att beslutet innebär att Skövde för framtiden kommer att stärka sin ställning som fortsatt centrum för pansartrupperna i landet. Detta måste vara ett glädjande besked för alla dem som sysslar med denna verksamhet. Därmed tryggas också, såvitt vi kan förstå, på sikt ett betydande antal arbetstillfällen för Skövdeområdet och Skaraborgs län. Jag hoppas att de farhågor vår nye försvarsminister hade beträffande de merkostnader som",seg,train
fortsätta köra mot rött ljus — vilket ger ytterst allvarliga konsekvenser. Jag yrkar alltså bifall till utskottets hemställan.,seg,train
Kommunikationsministern ANITHA BONDESTAM:,intro,train
Herr talman! Jag vill ta upp några få men angelägna förslag som ingår i kommunikationsdepartementets åtgärdspaket mot krångel. I propositionen konstateras att det i kampen mot onödig byråkrati är viktigt att förenkla det offentliga språket. En av de författningar som länge har stått i blickpunkten i det sammanhanget är yrkestrafikförordningen.,seg,train
"Yrkestrafiklagstiftningen utgör ett betydelsefullt trafikpolitiskt instrument som berör många människor. Mot den bakgrunden har vi inom kommunikationsdepartementet lagt stor vikt vid att få till stånd en språklig modernisering av lagstiftningen. Arbetet har skett i nära samråd med byråkratiutredningens och statsrådsberedningens språkexperter. Det är min förhoppning att den nya yrkestrafiklagstiftning, som nu ligger på riksdagens bord och som inom kort skall behandlas i kammaren, skall visa sig vara så lättförståelig som bl.a. trafikutövare och andra intressenter har rätt att kräva.",seg,train
Till de straffsanktionerade trafikreglerna hör kravet att cyklar skall vara försedda med belysningsutrustning även om de aldrig används i mörker. Till bilden hör att kravet på cykellykta under dagtid också omfattar vissa barncyklar trots att barn inte kan straffas. Bestämmelsen upplevs inte som meningsfull. För att inskärpa betydelsen av viktiga trafiksäkerhetsregler — och dit hör att cyklar i mörker måste ha tänd belysning — föreslår regeringen att kravet på cykellykta under dagtid slopas.,seg,test
Jag vill också beröra regeringens uppmärksammade förslag om s. k. röd gubbe. Det innebär att man tar bort det nuvarande bötesstraffet. Själva förbudet att gå mot rött ljus står däremot kvar.,seg,train
Vid behandlingen av förslaget har man uttryckt oro för att trafiksäkerheten skulle försämras om straffsanktionen togs bort. Med tanke på de bristande övervakningsmöjligheter som finns f.n. är den oron enligt min mening obefogad. Straffet kan med nuvarande övervakningsmöjligheter inte ha någon nämnvärd allmänpreventiv betydelse. Detta har också bekräftats från kriminalpolitiskt håll under remissbehandlingen.,seg,train
"Det har vidare gjorts gällande att den föreslagna nya utformningen av reglerna skulle kunna innebära en tvekan om innebörden av bestämmelserna. Det skulle bli svårt att ge information till bl. a. barnen, har det sagts. Här vill jag först konstatera, att barn över huvud taget inte kan straffas. Från den synpunkten kan man fråga sig, om det finns anledning att fästa vikt vid själva straffsanktionen i informationen till barnen. Barnen måste ju i dag ställa sig frågande, när de ser att människor i stor omfattning kan gå mot rött ljus utan att någon griper in. Att förklara detta tycker jag borde vara mycket svårare än att förklara sanningen, nämligen att man inte får gå mot rött ljus men att vi saknar möjligheter att övervaka förbudet. I stället bör man inrikta informationen på att de allvarligare fallen av överträdelser kan och fortfarande skall kunna bestraffas som vårdslöshet i trafik liksom på att den som bryter mot",seg,val
Nr 152,note,val
Tisdagen den 22 maj 1979,note,train
Trafiksignaler för,unknown,val
gående,unknown,test
117,unknown,train
270 Nr 2,note,val
"stämmelser rörande motorfordons axeltryck m. m.,",note,train
"nr 390, av herr Wahrendorff m. fl., rörande användningen av benämningen glass,",note,train
"nr 391, av fru Johansson m. fl., angående socialt försäkringsskydd för hemmadöttrar, m. m.,",note,val
"nr 392, av herr Munktell m. fl., om viss utredning rörande befrielse från utländskt medborgarskap,",note,train
"nr 393, av herrar Carlsson i Huskvarna och Larsson i Stockholm, om förlängning av giltighetstiden för lagen med särskilda bestämmelser om frivillig sjukpenningförsäkring i allmän sjukkassa,",note,val
"nr 394, av herr Larsson i Norderön m. fl., om avlöning med medel ur kyrkofonden till evangeliska fosterlandsstiftelsens sjömanspräster,",note,test
"nr 395, av herr Wahrendorff, om översyn av lösöreköpsförordningen,",note,val
"nr 396, av fru Thunvall m. fl., om viss ändring i vägtrafikförordningen,",note,train
"nr 397, av fru Svensson m. fl., om viss ändring i lagen om undervisning och vård av vissa psykiskt efterblivna,",note,train
"nr 398, av herrar Munktell och Lothigius, om viss ändring i lagen angående förbud mot införsel till riket av varor med oriktig ursprungsbeteckning,",note,val
"nr 399, av herr Darlin m. fl., om temporär hastighetsbegränsning för motorfordon,",note,train
"nr 400, av herrar Grebäck och Brandt i Sätila, om överförande till lantbruksnämnderna av handhavandet av det statliga stödet till trädgårdsnäringens rationalisering,",note,train
"nr 401, av herr Staxäng m. fl., angående statsbidrag till upprättande av s. k. skogsbruksplaner,",note,train
"nr 402, av herr Johnsson i Skoglösa m. fl., om lån till vissa torrläggningsföretag,",note,test
"nr 403, av herr Nilsson i Bästekille m. fl., angående vissa minimipriser på fisk,",note,train
Onsdagen den 27 januari 1960 fm.,note,test
"nor 404, av herr Nilsson i Bästekille m. fl, om bevakningsfartyg i södra Östersjön,",note,val
"nr 405, av herrar Larsson i Norderön och Agerberg, om anslag till renstängsel inom Jämtland och Härjedalen,",note,train
"nr 406, av herr Jacobsson i Sala m. fl., i anledning av Kungl. Maj:ts framställning om anslag till Bidrag till byggnadsarbeten vid vissa lantbruksundervisningsanstalter,",note,val
"nr 407, av herr H&eggblom m. fl., i anledning av Kungl. Maj:ts framställning om anslag till Bidrag till hushållningssällskapen: Omkostnader,",note,train
"nr 408, av herr Gansmoe, angående pornografiska tidskrifter,",note,test
"nr 409, av herr Cassel m. fl., om utredning rörande stöd åt utlandssvenskarna,",note,test
"nr 410, av fru Jäderberg m. fl., om utredning rörande allmän obligatorisk skärmbildsundersökning,",note,test
"nr 411, av fru Lindskog m. fl., om utredning rörande åldringsvården,",note,train
"nr 412, av fru Svensson m. fl., likaledes om utredning rörande åldringsvården,",note,train
"nr 413, av herr Johansson i Gränö, om tjänstebrevsrätt för landsting,",note,train
"nr 414, av herrar Svensson i Vä och Elmwall, om tjänstebrevsrätt för vissa skrivelser till myndigheter,",note,train
"nr 415, av herr Hansson i Önnarp m. fl., om representation för familjejordbruket i = arbetarskyddsstyrelsen, och",note,train
